DB00001	8.295281582952816	3.0	5.295281582952816
DB00002	5.83599695585997	2.25	3.5859969558599696
DB00004	7.828006088280061	3.0	4.828006088280061
DB00005	6.484225819842258	2.4545454545454546	4.029680365296803
DB00006	8.295281582952816	3.0	5.295281582952816
DB00007	9.041856925418568	3.5	5.541856925418569
DB00008	6.845509893455098	2.333333333333333	4.512176560121765
DB00009	6.937214611872146	2.75	4.187214611872146
DB00010	13.947488584474886	6.0	7.947488584474885
DB00011	7.043378995433789	2.5	4.543378995433789
DB00012	7.659056316590563	3.0	4.659056316590563
DB00013	6.858447488584474	2.7777777777777777	4.0806697108066965
DB00014	8.67732115677321	3.333333333333333	5.343987823439878
DB00015	7.28234398782344	3.0	4.28234398782344
DB00016	7.659056316590563	3.0	4.659056316590563
DB00017	8.385844748858446	3.0	5.385844748858447
DB00018	7.043378995433789	2.5	4.543378995433789
DB00019	8.135464231354643	3.0	5.135464231354642
DB00020	7.06027397260274	2.8000000000000003	4.260273972602739
DB00022	6.845509893455098	2.333333333333333	4.512176560121765
DB00024	7.67427701674277	3.0	4.67427701674277
DB00025	5.717932752179328	2.272727272727273	3.4452054794520546
DB00026	6.254946727549467	1.0	5.254946727549467
DB00028	7.410958904109588	3.1111111111111107	4.299847792998477
DB00029	7.28234398782344	3.0	4.28234398782344
DB00030	6.191019786910198	2.5	3.6910197869101977
DB00031	6.004427840044278	2.3636363636363638	3.6407914764079146
DB00032	8.010654490106544	3.0	5.010654490106544
DB00033	7.67351598173516	3.0	4.67351598173516
DB00034	6.617960426179604	2.333333333333333	4.284627092846271
DB00035	8.617199391171994	3.5	5.117199391171994
DB00036	7.3554033485540335	3.0	4.3554033485540335
DB00038	12.343987823439878	5.0	7.343987823439877
DB00039	6.139269406392694	2.1666666666666665	3.9726027397260273
DB00040	8.245814307458144	3.333333333333333	4.91248097412481
DB00041	7.816590563165906	3.0	4.816590563165906
DB00042	7.474885844748858	3.0	4.474885844748858
