DB00001	7.649923896499239	3.0	4.649923896499239
DB00002	6.249809741248097	2.625	3.624809741248097
DB00004	7.286910197869101	3.0	4.286910197869101
DB00005	6.470042894700429	2.7272727272727275	3.7427701674277016
DB00006	6.433789954337899	2.0	4.433789954337899
DB00007	8.397260273972602	3.0	5.397260273972602
DB00008	6.943683409436833	2.6666666666666665	4.277016742770167
DB00009	6.326103500761035	2.25	4.076103500761035
DB00010	8.633942161339421	3.0	5.633942161339421
DB00011	7.659817351598173	3.0	4.659817351598173
DB00012	7.946727549467275	3.0	4.946727549467275
DB00013	6.08751902587519	2.2222222222222223	3.865296803652968
DB00014	7.8363774733637745	3.0	4.8363774733637745
DB00015	7.411719939117199	3.0	4.411719939117199
DB00016	7.750380517503805	3.0	4.750380517503805
DB00017	7.610350076103501	3.0	4.610350076103501
DB00018	7.499238964992389	3.0	4.499238964992389
DB00019	7.821156773211568	3.0	4.821156773211568
DB00020	6.8593607305936075	2.8000000000000003	4.059360730593607
DB00022	7.547945205479452	3.0	4.547945205479452
DB00024	6.290715372907154	2.0	4.290715372907154
DB00025	5.783658502836585	2.5454545454545454	3.2382039573820394
DB00026	7.788432267884322	3.0	4.788432267884322
DB00028	7.116438356164383	3.0	4.116438356164383
DB00029	6.3561643835616435	2.333333333333333	4.0228310502283104
DB00030	5.3238203957382035	1.75	3.5738203957382035
DB00031	5.50262903002629	2.090909090909091	3.4117199391171993
DB00032	8.036529680365296	3.0	5.036529680365296
DB00033	7.432267884322679	3.0	4.432267884322679
DB00034	6.983257229832573	2.6666666666666665	4.316590563165906
DB00035	7.820015220700152	3.25	4.570015220700152
DB00036	7.385844748858447	3.0	4.385844748858447
DB00038	8.841704718417047	3.0	5.841704718417047
DB00039	5.927701674277016	2.1666666666666665	3.76103500761035
DB00040	6.993911719939117	2.6666666666666665	4.32724505327245
DB00041	6.790715372907154	2.5	4.290715372907154
DB00042	7.4459665144596645	3.0	4.4459665144596645
DB00043	7.898782343987823	3.0	4.898782343987823
DB00044	8.038051750380518	3.0	5.038051750380517
DB00045	7.5228310502283104	3.0	4.5228310502283104
DB00046	6.510654490106544	2.5	4.010654490106544
DB00047	6.482496194824962	2.5	3.9824961948249618
DB00048	6.90372907153729	2.75	4.15372907153729
DB00050	8.45814307458143	3.5	4.9581430745814306
DB00051	5.873668188736682	2.0	3.8736681887366817
DB00052	5.103500761035008	1.0	4.103500761035008
DB00054	6.743074581430745	2.6	4.143074581430746
DB00055	6.9319634703196344	2.9000000000000004	4.031963470319634
DB00056	7.0742009132420085	2.75	4.3242009132420085
DB00058	7.784627092846271	3.0	4.784627092846271
DB00060	7.722222222222221	3.333333333333333	4.388888888888888
DB00061	5.570015220700152	2.0	3.570015220700152
DB00062	5.21765601217656	1.0	4.21765601217656
DB00063	6.810502283105023	2.5	4.310502283105023
DB00065	5.825722983257229	2.0	3.8257229832572297
DB00066	7.453576864535768	3.0	4.453576864535768
DB00067	8.834094368340944	3.6666666666666665	5.167427701674277
DB00068	6.417808219178082	2.0	4.417808219178082
DB00069	6.898782343987823	2.5	4.398782343987823
DB00070	5.991628614916285	2.0	3.991628614916286
DB00071	5.975178550521016	2.3846153846153846	3.5905631659056314
DB00072	6.100456621004566	2.0	4.100456621004566
DB00073	7.610350076103501	3.0	4.610350076103501
DB00074	6.988584474885845	2.5	4.488584474885845
DB00075	7.029832572298325	2.8000000000000003	4.229832572298325
DB00078	8.339421613394215	3.0	5.339421613394216
DB00081	7.928462709284627	3.0	4.928462709284627
DB00082	6.493150684931507	2.0	4.493150684931507
DB00083	7.270928462709285	3.0	4.270928462709285
DB00086	6.686453576864536	2.5	4.186453576864536
DB00087	7.580234833659491	3.2857142857142856	4.294520547945205
DB00089	8.337138508371385	3.0	5.3371385083713845
DB00091	6.768036529680366	2.8000000000000003	3.968036529680365
DB00092	7.309741248097413	3.0	4.309741248097413
DB00093	8.06468797564688	3.0	5.06468797564688
DB00094	7.574581430745814	3.0	4.574581430745814
DB00095	8.115677321156774	3.0	5.115677321156773
DB00097	7.748097412480974	3.0	4.748097412480974
DB00098	6.446727549467274	2.5555555555555554	3.8911719939117195
